time,R_t,hmax,hmin,deltaH,R0,rr0,theta,substrate
1525000,85,6.140558847351911,6.101994684793288,0.038564162558622606,150,80,20,uniform
1550000,84,6.2007098299276,6.168782902904139,0.031926927023461005,150,80,20,uniform
1575000,82,6.260767184129846,6.227833745830192,0.03293343829965423,150,80,20,uniform
1600000,80,6.323364405902758,6.291685659719329,0.03167874618342914,150,80,20,uniform
1625000,78,6.391864935394712,6.362095387223584,0.02976954817112798,150,80,20,uniform
1650000,76,6.464381938819402,6.437208993292226,0.027172945527175862,150,80,20,uniform
1675000,74,6.543738454448111,6.519852560641092,0.023885893807019443,150,80,20,uniform
1700000,71,6.6259791845519755,6.59993661503268,0.026042569519295178,150,80,20,uniform
1725000,69,6.720209979541789,6.700316719445961,0.01989326009582726,150,80,20,uniform
1750000,66,6.820389864161631,6.800489821367753,0.01990004279387758,150,80,20,uniform
1775000,63,6.930632759874407,6.913498302042446,0.017134457831961214,150,80,20,uniform
1800000,59,7.0482865693812515,7.03288280993364,0.01540375944761152,150,80,20,uniform
1825000,55,7.162413632583507,7.150875961728579,0.011537670854928628,150,80,20,uniform
1850000,46,7.1831553481697314,7.176262575576592,0.006892772593139362,150,80,20,uniform
1875000,0,8.675560695835891,8.675560695835891,0.0,150,80,20,uniform
1900000,0,10.153084149199904,10.153084149199904,0.0,150,80,20,uniform
1925000,0,11.344411707711298,11.344411707711298,0.0,150,80,20,uniform
1950000,0,12.323675032182923,12.323675032182923,0.0,150,80,20,uniform
1975000,0,13.069302180040898,13.069302180040898,0.0,150,80,20,uniform
2000000,0,13.588002287345217,13.588002287345217,0.0,150,80,20,uniform
2025000,0,13.92268537887563,13.92268537887563,0.0,150,80,20,uniform
2050000,0,14.128926687182938,14.128926687182938,0.0,150,80,20,uniform
2075000,0,14.245616165820337,14.245616165820337,0.0,150,80,20,uniform
2100000,0,14.313934187256118,14.313934187256118,0.0,150,80,20,uniform
2125000,0,14.356233553556603,14.356233553556603,0.0,150,80,20,uniform
2150000,0,14.382683658394846,14.382683658394846,0.0,150,80,20,uniform
2175000,0,14.396444073279403,14.396444073279403,0.0,150,80,20,uniform
2200000,0,14.40334031505219,14.40334031505219,0.0,150,80,20,uniform
2225000,0,14.406828568327397,14.406828568327397,0.0,150,80,20,uniform
2250000,0,14.408607183184724,14.408607183184724,0.0,150,80,20,uniform
2275000,0,14.409521019413813,14.409521019413813,0.0,150,80,20,uniform
2300000,0,14.40999457172863,14.40999457172863,0.0,150,80,20,uniform
2325000,0,14.410242793205928,14.410242793205928,0.0,150,80,20,uniform
2350000,0,14.410375238416375,14.410375238416375,0.0,150,80,20,uniform
2375000,0,14.41044803924446,14.41044803924446,0.0,150,80,20,uniform
2400000,0,14.41049007240952,14.41049007240952,0.0,150,80,20,uniform
2425000,0,14.410516234423206,14.410516234423206,0.0,150,80,20,uniform
2450000,0,14.410534220133457,14.410534220133457,0.0,150,80,20,uniform
2475000,0,14.410548002930236,14.410548002930236,0.0,150,80,20,uniform
2500000,0,14.410559629394166,14.410559629394166,0.0,150,80,20,uniform
25000,180,1.0788019655110626,1.0510827707974297,0.027719194713632822,180,20,20,uniform
50000,179,1.068469333113047,1.00971860784237,0.05875072527067693,180,20,20,uniform
75000,179,1.0720281918581263,1.0285426791445649,0.04348551271356138,180,20,20,uniform
100000,179,1.0740609931299738,1.0419107677838337,0.03215022534614009,180,20,20,uniform
125000,178,1.0653653312925688,1.0010910436486307,0.06427428764393817,180,20,20,uniform
150000,178,1.0776620485484394,1.0172898533477936,0.06037219520064574,180,20,20,uniform
175000,177,1.0594155087291295,0.9702422470097104,0.08917326171941908,180,20,20,uniform
200000,177,1.0853811686118389,0.9827537822247293,0.10262738638710955,180,20,20,uniform
225000,177,1.1108888815683646,0.9793564738240977,0.1315324077442669,180,20,20,uniform
250000,177,1.1448884625465878,0.9626496758468182,0.18223878669976967,180,20,20,uniform
275000,176,1.17121631009159,0.8948879204803561,0.27632838961123385,180,20,20,uniform
300000,176,1.241707910938964,0.8153875663051078,0.42632034463385615,180,20,20,uniform
325000,175,1.3201756560895423,0.5855673520578264,0.734608304031716,180,20,20,uniform
350000,175,1.506470776516498,0.056363240016469064,1.4501075365000289,180,20,20,uniform
375000,175,1.8585550077618267,0.054517370042850864,1.8040376377189757,180,20,20,uniform
400000,175,1.8943104371583368,0.054484168568120876,1.839826268590216,180,20,20,uniform
425000,175,1.8936812166241974,0.054563965207595135,1.8391172514166023,180,20,20,uniform
450000,175,1.8957782569545891,0.05458072466390986,1.8411975322906793,180,20,20,uniform
475000,175,1.89501854063646,0.054591057584740664,1.8404274830517193,180,20,20,uniform
500000,175,1.8942771663519558,0.054600439738310844,1.839676726613645,180,20,20,uniform
525000,175,1.8939144917661177,0.05460917333993852,1.8393053184261792,180,20,20,uniform
550000,175,1.894671881947052,0.054617398327214184,1.8400544836198378,180,20,20,uniform
575000,175,1.8954704119440995,0.054625200735224144,1.8408452112088753,180,20,20,uniform
600000,175,1.8963105245803562,0.0546326298407409,1.8416778947396153,180,20,20,uniform
625000,174,1.885587877092077,0.05463919063974059,1.8309486864523365,180,20,20,uniform
650000,174,1.886845697631134,0.054645897191236026,1.832199800439898,180,20,20,uniform
675000,174,1.8881485775339761,0.05465196412382721,1.833496613410149,180,20,20,uniform
700000,174,1.8895092175210677,0.05465774157135221,1.8348514759497154,180,20,20,uniform
725000,174,1.8909385222754997,0.05466315822173723,1.8362753640537626,180,20,20,uniform
750000,174,1.8924457159370252,0.0546682706529581,1.837777445284067,180,20,20,uniform
775000,174,1.8940390838720442,0.05467307078597775,1.8393660130860665,180,20,20,uniform
800000,174,1.89572700646841,0.054677553336228445,1.8410494531321815,180,20,20,uniform
825000,174,1.8975195967007457,0.05468171883439903,1.8428378778663466,180,20,20,uniform
850000,174,1.8994313838788435,0.054685575228237165,1.8447458086506063,180,20,20,uniform
875000,174,1.9014832989558086,0.05468913769830039,1.8467941612575083,180,20,20,uniform
900000,174,1.9036979191337702,0.054692426977820174,1.84900549215595,180,20,20,uniform
925000,174,1.906085229755782,0.05469546690575453,1.8513897628500275,180,20,20,uniform
950000,174,1.908631404826742,0.05469754302761255,1.8539338617991294,180,20,20,uniform
975000,174,1.9113040214504147,0.0546917376795625,1.856612283770852,180,20,20,uniform
1000000,174,1.9140676406079096,0.05468662998154762,1.859381010626362,180,20,20,uniform
1025000,174,1.9168957262949229,0.0546822950544127,1.86221343124051,180,20,20,uniform
1050000,174,1.919773786773378,0.054678735395750536,1.8650950513776274,180,20,20,uniform
1075000,174,1.9226964500797223,0.05467585860019472,1.8680205914795276,180,20,20,uniform
1100000,174,1.9256622698784753,0.054672024363903324,1.870990245514572,180,20,20,uniform
1125000,174,1.9286701220632096,0.05466643076934764,1.874003691293862,180,20,20,uniform
1150000,174,1.9317191688545803,0.05466159300695543,1.877057575847625,180,20,20,uniform
1175000,174,1.9348092960243612,0.05465751221603832,1.8801517838083228,180,20,20,uniform
1200000,174,1.9379406070188492,0.05465411531940257,1.8832864916994465,180,20,20,uniform
1225000,174,1.9411122972130193,0.05465128371020378,1.8864610135028155,180,20,20,uniform
1250000,174,1.9443205691884449,0.054648878078649404,1.8896716911097955,180,20,20,uniform
1275000,174,1.9475549791672104,0.05464675448045688,1.8929082246867535,180,20,20,uniform
1300000,174,1.9507939460280226,0.05464435748185444,1.896149588546168,180,20,20,uniform
1325000,174,1.9540069638673674,0.05463907773728016,1.8993678861300873,180,20,20,uniform
1350000,174,1.9571606089116576,0.05463404445364902,1.9025265644580085,180,20,20,uniform
1375000,174,1.9602163682746636,0.05462907850200691,1.9055872897726567,180,20,20,uniform
1400000,174,1.9631374808301763,0.054623981336400486,1.9085134994937758,180,20,20,uniform
1425000,174,1.9659204406343764,0.054618773618703736,1.9113016670156726,180,20,20,uniform
1450000,174,1.9686300291349577,0.05461072241685293,1.9140193067181048,180,20,20,uniform
1475000,174,1.971380969487998,0.054601691553739874,1.916779277934258,180,20,20,uniform
1500000,174,1.974273204749271,0.054592656354426304,1.9196805483948447,180,20,20,uniform
1525000,174,1.97735479306362,0.05458424456733938,1.9227705484962805,180,20,20,uniform
1550000,174,1.980640994753946,0.05457692916199882,1.9260640655919472,180,20,20,uniform
1575000,174,1.984162314566835,0.054570557916100326,1.9295917566507348,180,20,20,uniform
1600000,174,1.9879823523767257,0.05456463583258075,1.933417716544145,180,20,20,uniform
1625000,174,1.9922123786922294,0.054558641447761035,1.9376537372444684,180,20,20,uniform
1650000,174,1.9986082293011136,0.05455188147604042,1.9440563478250732,180,20,20,uniform
1675000,174,2.005151290798878,0.05454360954914844,1.9506076812497295,180,20,20,uniform
1700000,174,2.0117652192157207,0.05453419814881225,1.9572310210669084,180,20,20,uniform
1725000,174,2.01838301841406,0.05452507652187868,1.9638579418921813,180,20,20,uniform
1750000,174,2.024937537471757,0.054518212107190066,1.9704193253645668,180,20,20,uniform
1775000,174,2.0314897780356267,0.05451514200473522,1.9769746360308915,180,20,20,uniform
1800000,174,2.0385404069976127,0.05451311623252776,1.9840272907650849,180,20,20,uniform
1825000,174,2.046962282523769,0.054487867568836515,1.9924744149549325,180,20,20,uniform
1850000,174,2.0498369248085453,0.054478804090309786,1.9953581207182356,180,20,20,uniform
1875000,174,2.051209631804661,0.05445063219894582,1.9967589996057153,180,20,20,uniform
1900000,174,2.052193129527859,0.05443374126940352,1.9977593882584554,180,20,20,uniform
1925000,174,2.05301755191512,0.05442586212248628,1.9985916897926337,180,20,20,uniform
1950000,174,2.053761348493563,0.05442133866223557,1.9993400098313274,180,20,20,uniform
1975000,174,2.054459843526369,0.05441836893621511,2.000041474590154,180,20,20,uniform
2000000,174,2.055131863941238,0.05441622151056165,2.0007156424306762,180,20,20,uniform
2025000,174,2.0557886091069237,0.05441454808979277,2.001374061017131,180,20,20,uniform
2050000,174,2.056437253959589,0.054413163518532204,2.002024090441057,180,20,20,uniform
2075000,174,2.0570826357508447,0.054411961332240306,2.0026706744186042,180,20,20,uniform
2100000,174,2.0577281339416142,0.05441087674358654,2.003317257198028,180,20,20,uniform
2125000,174,2.058376170648258,0.054409868693782934,2.0039663019544753,180,20,20,uniform
2150000,174,2.0590335555837838,0.05440891042442732,2.0046246451593563,180,20,20,uniform
2175000,174,2.0597512492641923,0.05440740846548117,2.005343840798711,180,20,20,uniform
2200000,174,2.060470611139041,0.054405072941415125,2.006065538197626,180,20,20,uniform
2225000,174,2.06119232566657,0.05440284520153894,2.006789480465031,180,20,20,uniform
2250000,174,2.061917027018211,0.05440071000043946,2.0075163170177714,180,20,20,uniform
2275000,174,2.0626453441615187,0.054398653749511264,2.0082466904120073,180,20,20,uniform
2300000,174,2.063377934939508,0.054396663910799524,2.0089812710287087,180,20,20,uniform
2325000,174,2.0641155127779314,0.054394728563885754,2.0097207842140454,180,20,20,uniform
2350000,174,2.064858868474113,0.054392836071435864,2.010466032402677,180,20,20,uniform
2375000,174,2.0656088886555835,0.05439097479525418,2.0112179138603294,180,20,20,uniform
2400000,174,2.066366571779677,0.054389132832579234,2.0119774389470977,180,20,20,uniform
2425000,174,2.067133041883174,0.05438729775749608,2.0127457441256777,180,20,20,uniform
2450000,174,2.0679095596087507,0.05438545636910746,2.0135241032396434,180,20,20,uniform
2475000,174,2.0686975292725225,0.05438359447154267,2.0143139348009798,180,20,20,uniform
2500000,174,2.0694984997776458,0.05438169674541602,2.01511680303223,180,20,20,uniform
25000,179,2.2800669158683564,2.2457079305360756,0.03435898533228077,180,40,20,uniform
50000,179,2.288736725091729,2.2651296122338183,0.023607112857910728,180,40,20,uniform
75000,178,2.2812888507470026,2.2449092952434926,0.03637955550351002,180,40,20,uniform
100000,178,2.292895797758007,2.265291677991345,0.027604119766662105,180,40,20,uniform
125000,178,2.298658430167371,2.28224908161967,0.016409348547701263,180,40,20,uniform
150000,177,2.2965460915114386,2.266322264530621,0.030223826980817492,180,40,20,uniform
175000,177,2.3035907849105692,2.2852764900456135,0.018314294864955727,180,40,20,uniform
200000,176,2.301127158062848,2.267347740618777,0.03377941744407087,180,40,20,uniform
225000,176,2.3091677627193987,2.288811804113765,0.020355958605633884,180,40,20,uniform
250000,175,2.305562371393227,2.2703011248424514,0.03526124655077556,180,40,20,uniform
