angle,R0,rr0,realR,realrr,realOR,psi0,nmax,beta,maxh0,vol,rdrop,hdrop,charL,charT,r0rf,t0,tic,tau,ts,t00,Oh,SectionArea,tauMax,sigmaMax
30,150,60,179.0,29.0,121.0,0.38666666666666666,4.062404293435077,0.19333333333333333,8.03847577293368,307345.3411191816,89.34310191235976,23.93941200670828,10.188424516105867,1450.0,89.65689808764024,483.0,1562.0,0.0,Inf,Inf,0.30949223029508643,326.01364267239,551343.2937840981,1.8137519967579266e-6
30,150,80,189.0,39.0,111.0,0.52,3.0207621669132627,0.26,10.717967697244902,546396.9292382447,108.23180432488336,29.000624564215777,13.584566021474489,1950.0,80.76819567511664,650.0,2436.0,0.0,Inf,Inf,0.2668802563418119,579.6546480103258,735171.8520114514,1.3602261801291374e-6
30,150,100,199.0,49.0,101.0,0.6533333333333333,2.404280092033005,0.32666666666666666,13.397459621556123,853747.7129024956,125.5920067258802,33.65227677800372,16.980707526843112,2450.0,73.4079932741198,817.0,3430.0,0.0,Inf,Inf,0.2380952380952381,905.7645128711906,918992.2733246629,1.0881484306524942e-6
30,160,20,169.0,9.0,151.0,0.1125,13.962634015954636,0.05625,2.6794919243112254,36416.7305299649,43.88193799780909,11.758129848825538,3.396141505368622,450.0,125.11806200219091,150.0,270.0,0.0,Inf,Inf,0.5555555555555556,36.13822577592826,183564.04647558805,5.447689889168949e-6
30,160,30,174.0,14.0,146.0,0.175,8.975979010256552,0.0875,4.01923788646684,81951.42329184315,57.50482888627425,15.408372460967074,5.094212258052933,700.0,116.49517111372575,233.0,524.0,0.0,Inf,Inf,0.4454354031873739,81.43125078539957,275549.58550539875,3.629110884583085e-6
30,160,40,179.0,19.0,141.0,0.2375,6.613879270715354,0.11875,5.358983848622451,145699.3803141989,69.66340801526492,18.66625391969003,6.792283010737244,950.0,109.33659198473508,317.0,828.0,0.0,Inf,Inf,0.3823595564509363,144.8414982278739,367494.3898082638,2.7211299756759256e-6
30,160,60,189.0,29.0,131.0,0.3625,4.333231246330749,0.18125,8.03847577293368,327836.0450470111,91.28604311753682,24.460021533576626,10.188424516105867,1450.0,97.71395688246318,483.0,1562.0,0.0,Inf,Inf,0.30949223029508643,326.01364267239,551343.2937840981,1.8137519967579266e-6
30,160,80,199.0,39.0,121.0,0.4875,3.222146311374147,0.24375,10.717967697244902,582822.2137210704,110.58532891430208,29.631249577317313,13.584566021474489,1950.0,88.41467108569792,650.0,2436.0,0.0,Inf,Inf,0.2668802563418119,579.6546480103258,735171.8520114514,1.3602261801291374e-6
30,160,100,209.0,49.0,111.0,0.6125,2.5645654315018716,0.30625,13.397459621556123,910663.7364177365,128.3230961356179,34.384069979800124,16.980707526843112,2450.0,80.6769038643821,817.0,3430.0,0.0,Inf,Inf,0.2380952380952381,905.7645128711906,918992.2733246629,1.0881484306524942e-6
30,180,20,189.0,9.0,171.0,0.1,15.707963267948966,0.05,2.6794919243112254,40972.19542779133,45.64030735977222,12.229283499359187,3.396141505368622,450.0,143.35969264022776,150.0,270.0,0.0,Inf,Inf,0.5555555555555556,36.13822577592826,183564.04647558805,5.447689889168949e-6
30,180,30,194.0,14.0,166.0,0.15555555555555556,10.09797638653862,0.07777777777777778,4.01923788646684,92196.24590467865,59.80762562147976,16.02540498649842,5.094212258052933,700.0,134.19237437852024,233.0,524.0,0.0,Inf,Inf,0.4454354031873739,81.43125078539957,275549.58550539875,3.629110884583085e-6
30,180,40,199.0,19.0,161.0,0.2111111111111111,7.440614179554773,0.10555555555555556,5.358983848622451,163911.50337980507,72.45281991078475,19.413674584452334,6.792283010737244,950.0,126.54718008921525,317.0,828.0,0.0,Inf,Inf,0.3823595564509363,144.8414982278739,367494.3898082638,2.7211299756759256e-6
30,180,60,209.0,29.0,151.0,0.32222222222222224,4.874885152122093,0.16111111111111112,8.03847577293368,368812.243039191,94.94102695887733,25.43937150221262,10.188424516105867,1450.0,114.05897304112267,483.0,1562.0,0.0,Inf,Inf,0.30949223029508643,326.01364267239,551343.2937840981,1.8137519967579266e-6
30,180,80,219.0,39.0,141.0,0.43333333333333335,3.624914600295915,0.21666666666666667,10.717967697244902,655672.0579429187,115.01320540549173,30.817695507316333,13.584566021474489,1950.0,103.98679459450827,650.0,2436.0,0.0,Inf,Inf,0.2668802563418119,579.6546480103258,735171.8520114514,1.3602261801291374e-6
30,180,100,229.0,49.0,131.0,0.5444444444444444,2.885136110439606,0.2722222222222222,13.397459621556123,1.0244947264402001e6,133.46131234840254,35.76085086455227,16.980707526843112,2450.0,95.53868765159746,817.0,3430.0,0.0,Inf,Inf,0.2380952380952381,905.7645128711906,918992.2733246629,1.0881484306524942e-6
30,200,20,209.0,9.0,191.0,0.09,17.453292519943297,0.045,2.6794919243112254,45524.387554602916,47.2715873538548,12.66638365640266,3.396141505368622,450.0,161.72841264614522,150.0,270.0,0.0,Inf,Inf,0.5555555555555556,36.13822577592826,183564.04647558805,5.447689889168949e-6
30,200,30,214.0,14.0,186.0,0.14,11.219973762820688,0.07,4.01923788646684,102441.42374101447,61.94563138177374,16.598281903382276,5.094212258052933,700.0,152.05436861822625,233.0,524.0,0.0,Inf,Inf,0.4454354031873739,81.43125078539957,275549.58550539875,3.629110884583085e-6
30,200,40,219.0,19.0,181.0,0.19,8.267349088394193,0.095,5.358983848622451,182124.06485581637,75.04260937769831,20.10760658067845,6.792283010737244,950.0,143.9573906223017,317.0,828.0,0.0,Inf,Inf,0.3823595564509363,144.8414982278739,367494.3898082638,2.7211299756759256e-6
30,200,60,229.0,29.0,171.0,0.29,5.416539057913437,0.145,8.03847577293368,409789.4857427263,98.33446342884801,26.34864006390758,10.188424516105867,1450.0,130.665536571152,483.0,1562.0,0.0,Inf,Inf,0.30949223029508643,326.01364267239,551343.2937840981,1.8137519967579266e-6
30,200,80,239.0,39.0,161.0,0.39,4.027682889217683,0.195,10.717967697244902,728527.0612611806,119.12439593647672,31.919285690024235,13.584566021474489,1950.0,119.87560406352328,650.0,2436.0,0.0,Inf,Inf,0.2668802563418119,579.6546480103258,735171.8520114514,1.3602261801291374e-6
30,200,100,249.0,49.0,151.0,0.49,3.20570678937734,0.245,13.397459621556123,1.1383292348359243e6,138.23184728773333,37.03911184901041,16.980707526843112,2450.0,110.76815271226667,817.0,3430.0,0.0,Inf,Inf,0.2380952380952381,905.7645128711906,918992.2733246629,1.0881484306524942e-6
20,80,20,86.0,6.0,74.0,0.15,10.471975511965978,0.075,1.2061475842818297,5560.951592295038,27.08596038745726,4.775985614709419,1.877049351644703,300.0,58.91403961254274,100.0,147.0,0.0,Inf,Inf,0.6804138174397717,11.056062060658157,424101.6741521204,2.3579251414162336e-6
20,80,30,90.0,10.0,70.0,0.25,6.283185307179586,0.125,1.809221376422748,12515.151322100606,35.49549490504296,6.258813445358923,2.815574027467055,500.0,54.50450509495704,167.0,316.0,0.0,Inf,Inf,0.5270462766947298,24.914929711387906,636648.3034162156,1.5707259324089322e-6
20,80,40,93.0,13.0,67.0,0.325,4.83321946706122,0.1625,2.4122951685636593,22253.650439559955,43.002623792983385,7.582522815958753,3.754098703289406,650.0,49.997376207016615,217.0,469.0,0.0,Inf,Inf,0.4622501635210242,44.29330972570038,848865.3757227263,1.178043101532557e-6
20,80,60,100.0,20.0,60.0,0.5,3.141592653589793,0.25,3.618442752845496,50070.43060671422,56.349271998535606,9.935896996621826,5.63114805493411,1000.0,43.650728001464394,333.0,894.0,0.0,Inf,Inf,0.37267799624996495,99.64949476545696,1.2732312914745985e6,7.854032544564983e-7
20,80,80,107.0,27.0,53.0,0.675,2.3271056693257726,0.3375,4.824590337127319,89018.44441032238,68.26339250064626,12.036677892555819,7.508197406578812,1350.0,38.73660749935374,450.0,1403.0,0.0,Inf,Inf,0.32075014954979203,177.1246119262967,1.697497755821513e6,5.891023988517997e-7
20,80,100,114.0,34.0,46.0,0.85,1.8479956785822313,0.425,6.030737921409155,139092.04102976093,79.21278708496013,13.9673515801935,9.385246758223516,1700.0,34.78721291503987,567.0,1983.0,0.0,Inf,Inf,0.28583097523751466,276.71866056004336,2.1217244269327773e6,4.7131474158763736e-7
20,120,20,126.0,6.0,114.0,0.1,15.707963267948966,0.05,1.2061475842818297,8339.153945995025,31.002867523196002,5.4666420236696736,1.877049351644703,300.0,94.997132476804,100.0,147.0,0.0,Inf,Inf,0.6804138174397717,11.056062060658157,424101.6741521204,2.3579251414162336e-6
20,120,30,130.0,10.0,110.0,0.16666666666666666,9.42477796076938,0.08333333333333333,1.809221376422748,18771.976964578414,40.63165743690687,7.164457477030431,2.815574027467055,500.0,89.36834256309314,167.0,316.0,0.0,Inf,Inf,0.5270462766947298,24.914929711387906,636648.3034162156,1.5707259324089322e-6
20,120,40,133.0,13.0,107.0,0.21666666666666667,7.24982920059183,0.10833333333333334,2.4122951685636593,33379.02276941044,49.225001727210426,8.679695929927982,3.754098703289406,650.0,83.77499827278957,217.0,469.0,0.0,Inf,Inf,0.4622501635210242,44.29330972570038,848865.3757227263,1.178043101532557e-6
