major,minor,outerR,beta,dH,clusters,R,rr,kbt,theta,time
150.0,9.0,168.0,0.05660377358490566,1.0794392056201632,1,160,20,0.0,20,25000
150.0,9.0,168.0,0.05660377358490566,1.075168019946067,1,160,20,0.0,20,50000
148.0,9.5,167.0,0.06031746031746032,1.0815996882044185,1,160,20,0.0,20,75000
148.0,9.0,166.0,0.05732484076433121,1.0988785903241338,1,160,20,0.0,20,100000
147.0,9.0,165.0,0.057692307692307696,1.1422041829115688,1,160,20,0.0,20,125000
146.0,10.0,166.0,0.0641025641025641,1.2536417751701212,1,160,20,0.0,20,150000
1.0,154.0,174.0,0.9935483870967742,1.541919419686934,14,160,20,0.0,20,175000
0.0,0.0,0.0,NaN,1.9093037205621506,19,160,20,0.0,20,200000
0.0,0.0,0.0,NaN,1.920577799415808,20,160,20,0.0,20,225000
0.0,0.0,0.0,NaN,2.0712933889709744,20,160,20,0.0,20,250000
0.0,0.0,0.0,NaN,2.0709393877698843,20,160,20,0.0,20,275000
0.0,0.0,0.0,NaN,2.0705448907340056,20,160,20,0.0,20,300000
0.0,0.0,0.0,NaN,2.0704085374738357,20,160,20,0.0,20,325000
0.0,0.0,0.0,NaN,2.070499245099968,20,160,20,0.0,20,350000
0.0,0.0,0.0,NaN,2.0707824161478707,20,160,20,0.0,20,375000
0.0,0.0,0.0,NaN,2.0712263301050067,20,160,20,0.0,20,400000
0.0,0.0,0.0,NaN,2.071996047784581,20,160,20,0.0,20,425000
0.0,0.0,0.0,NaN,2.0728394336710814,20,160,20,0.0,20,450000
0.0,0.0,0.0,NaN,2.0737358980480884,20,160,20,0.0,20,475000
0.0,0.0,0.0,NaN,2.0746851295298416,20,160,20,0.0,20,500000
0.0,0.0,0.0,NaN,2.075693465307412,20,160,20,0.0,20,525000
0.0,0.0,0.0,NaN,2.0767710692902273,20,160,20,0.0,20,550000
0.0,0.0,0.0,NaN,2.077927805353744,20,160,20,0.0,20,575000
0.0,0.0,0.0,NaN,2.079170190871134,20,160,20,0.0,20,600000
0.0,0.0,0.0,NaN,2.0805006021510546,20,160,20,0.0,20,625000
0.0,0.0,0.0,NaN,2.0819180948380405,20,160,20,0.0,20,650000
0.0,0.0,0.0,NaN,2.083419666921873,20,160,20,0.0,20,675000
0.0,0.0,0.0,NaN,2.085001288890039,20,160,20,0.0,20,700000
0.0,0.0,0.0,NaN,2.0866585696076942,20,160,20,0.0,20,725000
0.0,0.0,0.0,NaN,2.0883871456265353,20,160,20,0.0,20,750000
0.0,0.0,0.0,NaN,2.090182895337569,20,160,20,0.0,20,775000
0.0,0.0,0.0,NaN,2.0920420436901317,20,160,20,0.0,20,800000
0.0,0.0,0.0,NaN,2.093961200106723,20,160,20,0.0,20,825000
0.0,0.0,0.0,NaN,2.0959373585205086,20,160,20,0.0,20,850000
0.0,0.0,0.0,NaN,2.0979678732955818,20,160,20,0.0,20,875000
0.0,0.0,0.0,NaN,2.100050418419431,20,160,20,0.0,20,900000
0.0,0.0,0.0,NaN,2.10218293777039,20,160,20,0.0,20,925000
0.0,0.0,0.0,NaN,2.1043635941592376,20,160,20,0.0,20,950000
0.0,0.0,0.0,NaN,2.10659072306862,20,160,20,0.0,20,975000
0.0,0.0,0.0,NaN,2.1088627918864344,20,160,20,0.0,20,1000000
0.0,0.0,0.0,NaN,2.111178348600314,20,160,20,0.0,20,1025000
0.0,0.0,0.0,NaN,2.113535899951492,20,160,20,0.0,20,1050000
